review_id,product_name,reviewer_name,rating,review_text,platform
256,Laptop Backpack,Sanjay,3,"Average Laptop Backpack, quality is decent for the price range.",Flipkart
257,Laptop Backpack,Vikram,3,"It's a fine Laptop Backpack, met basic expectations, could be better.",Flipkart
258,LED Desk Lamp,Sanjay,3,"The LED Desk Lamp is okay, does the job but nothing special.",Amazon
259,Bluetooth Speaker,Sanjay,5,Amazing value for money. The Bluetooth Speaker looks premium and works great.,Flipkart
260,Gaming Keyboard,Nisha,5,"Superb product! The Gaming Keyboard exceeded my expectations, five stars. Would consider buying again.",Amazon
261,LED Desk Lamp,Nisha,1,"The LED Desk Lamp is a total scam, completely different from the pictures. Customer support responded quickly.",Flipkart
262,Gaming Keyboard,Amit,3,"The Gaming Keyboard is okay, does the job but nothing special.",Amazon
263,Wireless Bluetooth Earbuds,Deepak,3,"Decent Wireless Bluetooth Earbuds for the price, some minor issues but usable.",Flipkart
264,Air Fryer,Neha,2,Delivery was late and the Air Fryer was defective on arrival.,Flipkart
265,Smartwatch,Priya,2,"I regret buying this Smartwatch, it stopped functioning after few uses.",Amazon
266,Kitchen Mixer Grinder,Vikram,5,Great purchase! The Kitchen Mixer Grinder is durable and easy to use.,Flipkart
267,Gaming Keyboard,Sanjay,2,"Poor build quality, the Gaming Keyboard feels cheap and flimsy. Would consider buying again.",Amazon
268,USB-C Charging Cable,Vikram,5,"Excellent quality USB-C Charging Cable, totally worth the price. Highly recommended!",Amazon
269,Wireless Bluetooth Earbuds,Suresh,5,"This Wireless Bluetooth Earbuds is fantastic, exactly as described. Very satisfied customer. Packaging was neat.",Flipkart
270,Smartwatch,Neha,2,Delivery was late and the Smartwatch was defective on arrival.,Flipkart
271,Wireless Bluetooth Earbuds,Rohit,5,"This Wireless Bluetooth Earbuds is fantastic, exactly as described. Very satisfied customer.",Flipkart
272,Wireless Bluetooth Earbuds,Amit,5,Great purchase! The Wireless Bluetooth Earbuds is durable and easy to use.,Amazon
273,Running Shoes,Pooja,5,"Very happy with this Running Shoes, will definitely buy again from this brand.",Amazon
274,Running Shoes,Neha,5,Impressed by the quality of the Running Shoes. Packaging was also very good.,Amazon
275,Running Shoes,Nisha,5,Impressed by the quality of the Running Shoes. Packaging was also very good.,Amazon
276,Laptop Backpack,Suresh,3,"Okay-ish product, the Laptop Backpack performs as expected, nothing more.",Flipkart
277,Wireless Mouse,Priya,5,"Perfect Wireless Mouse for daily use, no issues at all after a month.",Amazon
278,Laptop Backpack,Vikram,2,Delivery was late and the Laptop Backpack was defective on arrival. Customer support responded quickly.,Flipkart
279,Office Chair,Neha,2,The Office Chair arrived damaged and customer service was unhelpful.,Flipkart
280,LED Desk Lamp,Neha,2,"Really bad LED Desk Lamp, would not recommend to anyone.",Flipkart
281,Gaming Keyboard,Deepak,4,Amazing value for money. The Gaming Keyboard looks premium and works great.,Flipkart
282,Wireless Mouse,Arjun,3,"The Wireless Mouse is okay, does the job but nothing special.",Amazon
283,Power Bank 10000mAh,Nisha,5,Great purchase! The Power Bank 10000mAh is durable and easy to use.,Flipkart
284,Laptop Backpack,Sneha,1,"Not worth the price, this Laptop Backpack broke on the second day.",Amazon
285,Wireless Bluetooth Earbuds,Rohit,5,"This Wireless Bluetooth Earbuds is fantastic, exactly as described. Very satisfied customer.",Flipkart
286,LED Desk Lamp,Sanjay,1,Delivery was late and the LED Desk Lamp was defective on arrival.,Amazon
287,LED Desk Lamp,Anjali,5,Great purchase! The LED Desk Lamp is durable and easy to use.,Flipkart
288,Office Chair,Arjun,5,Impressed by the quality of the Office Chair. Packaging was also very good.,Flipkart
289,Smartwatch,Kavya,3,"Decent Smartwatch for the price, some minor issues but usable.",Flipkart
290,Wireless Mouse,Pooja,5,"Superb product! The Wireless Mouse exceeded my expectations, five stars.",Flipkart
291,Bluetooth Speaker,Karan,5,Impressed by the quality of the Bluetooth Speaker. Packaging was also very good.,Flipkart
292,Wireless Mouse,Rahul,1,"Terrible experience, the Wireless Mouse does not match the product description.",Flipkart
293,Office Chair,Arjun,5,"Very happy with this Office Chair, will definitely buy again from this brand. Customer support responded quickly.",Flipkart
294,Laptop Backpack,Sanjay,5,"Perfect Laptop Backpack for daily use, no issues at all after a month.",Amazon
295,Cotton T-Shirt,Riya,5,"Excellent quality Cotton T-Shirt, totally worth the price. Highly recommended!",Amazon
296,Cotton T-Shirt,Riya,1,Very disappointed with this Cotton T-Shirt. Stopped working within a week.,Flipkart
297,Cotton T-Shirt,Priya,5,"Very happy with this Cotton T-Shirt, will definitely buy again from this brand.",Amazon
298,Cotton T-Shirt,Anjali,1,"Really bad Cotton T-Shirt, would not recommend to anyone.",Flipkart
299,Office Chair,Anjali,2,Very disappointed with this Office Chair. Stopped working within a week.,Flipkart
300,Office Chair,Suresh,4,"Very happy with this Office Chair, will definitely buy again from this brand.",Flipkart
301,Kitchen Mixer Grinder,Vikram,3,"Reasonable Kitchen Mixer Grinder, matches the description mostly.",Flipkart
302,Bluetooth Speaker,Arjun,5,"Excellent quality Bluetooth Speaker, totally worth the price. Highly recommended! Not sure if I will repurchase.",Amazon
303,Wireless Bluetooth Earbuds,Karan,1,"Terrible experience, the Wireless Bluetooth Earbuds does not match the product description.",Flipkart
304,LED Desk Lamp,Riya,4,"This LED Desk Lamp is fantastic, exactly as described. Very satisfied customer. Packaging was neat.",Flipkart
305,Office Chair,Suresh,5,"Very happy with this Office Chair, will definitely buy again from this brand. Would consider buying again.",Flipkart
306,Air Fryer,Kavya,2,Very disappointed with this Air Fryer. Stopped working within a week.,Amazon
307,Cotton T-Shirt,Sanjay,5,"Very happy with this Cotton T-Shirt, will definitely buy again from this brand.",Flipkart
308,Power Bank 10000mAh,Kavya,5,"Very happy with this Power Bank 10000mAh, will definitely buy again from this brand.",Amazon
309,Kitchen Mixer Grinder,Isha,5,"Perfect Kitchen Mixer Grinder for daily use, no issues at all after a month.",Flipkart
310,Wireless Mouse,Nisha,5,"Superb product! The Wireless Mouse exceeded my expectations, five stars.",Amazon
311,LED Desk Lamp,Sneha,4,Amazing value for money. The LED Desk Lamp looks premium and works great.,Amazon
312,Gaming Keyboard,Vikram,5,Impressed by the quality of the Gaming Keyboard. Packaging was also very good.,Amazon
313,USB-C Charging Cable,Deepak,3,"Reasonable USB-C Charging Cable, matches the description mostly. Packaging was neat.",Flipkart
314,Smartphone Back Cover,Manoj,3,"Reasonable Smartphone Back Cover, matches the description mostly.",Amazon
315,LED Desk Lamp,Neha,4,"Perfect LED Desk Lamp for daily use, no issues at all after a month.",Amazon
316,Running Shoes,Priya,5,Absolutely loved this Running Shoes! Works perfectly and arrived on time.,Flipkart
317,USB-C Charging Cable,Rahul,1,"Really bad USB-C Charging Cable, would not recommend to anyone.",Flipkart
318,Wireless Bluetooth Earbuds,Divya,5,Best Wireless Bluetooth Earbuds I have bought online. Great build quality and fast delivery.,Flipkart
319,Office Chair,Isha,5,"This Office Chair is fantastic, exactly as described. Very satisfied customer.",Amazon
320,Cotton T-Shirt,Karan,3,"Average Cotton T-Shirt, quality is decent for the price range. Customer support responded quickly.",Amazon
321,Power Bank 10000mAh,Neha,3,"The Power Bank 10000mAh is okay, does the job but nothing special.",Flipkart
322,Cotton T-Shirt,Kavya,2,"I regret buying this Cotton T-Shirt, it stopped functioning after few uses.",Flipkart
323,USB-C Charging Cable,Divya,4,"Superb product! The USB-C Charging Cable exceeded my expectations, five stars.",Amazon
324,Smartwatch,Priya,4,"Excellent quality Smartwatch, totally worth the price. Highly recommended!",Amazon
325,Power Bank 10000mAh,Priya,5,Great purchase! The Power Bank 10000mAh is durable and easy to use.,Amazon
326,LED Desk Lamp,Deepak,3,"The LED Desk Lamp works fine, though delivery took longer than expected.",Flipkart
327,Air Fryer,Vikram,1,"Poor build quality, the Air Fryer feels cheap and flimsy.",Amazon
328,Running Shoes,Divya,5,Absolutely loved this Running Shoes! Works perfectly and arrived on time.,Flipkart
329,Wireless Bluetooth Earbuds,Suresh,3,"Okay-ish product, the Wireless Bluetooth Earbuds performs as expected, nothing more.",Flipkart
330,Running Shoes,Riya,5,"This Running Shoes is fantastic, exactly as described. Very satisfied customer.",Amazon
331,Gaming Keyboard,Isha,5,Best Gaming Keyboard I have bought online. Great build quality and fast delivery.,Flipkart
332,Running Shoes,Suresh,2,The Running Shoes arrived damaged and customer service was unhelpful. Packaging was neat.,Amazon
333,Office Chair,Rohit,4,Amazing value for money. The Office Chair looks premium and works great.,Amazon
334,Bluetooth Speaker,Rohit,4,"Perfect Bluetooth Speaker for daily use, no issues at all after a month.",Amazon
335,Kitchen Mixer Grinder,Amit,5,Amazing value for money. The Kitchen Mixer Grinder looks premium and works great.,Amazon
336,Office Chair,Nisha,5,"Excellent quality Office Chair, totally worth the price. Highly recommended!",Amazon
337,Running Shoes,Karan,3,"The Running Shoes is average, packaging could have been better.",Flipkart
338,LED Desk Lamp,Riya,2,"Terrible experience, the LED Desk Lamp does not match the product description.",Flipkart
339,Smartphone Back Cover,Pooja,2,Delivery was late and the Smartphone Back Cover was defective on arrival.,Flipkart
340,Running Shoes,Deepak,5,"Superb product! The Running Shoes exceeded my expectations, five stars. Customer support responded quickly.",Flipkart
341,Bluetooth Speaker,Kavya,5,Amazing value for money. The Bluetooth Speaker looks premium and works great.,Flipkart
342,LED Desk Lamp,Riya,2,"Poor build quality, the LED Desk Lamp feels cheap and flimsy.",Flipkart
343,Kitchen Mixer Grinder,Riya,5,Amazing value for money. The Kitchen Mixer Grinder looks premium and works great. Customer support responded quickly.,Amazon
344,Office Chair,Rahul,3,"The Office Chair is okay, does the job but nothing special.",Amazon
345,Wireless Mouse,Amit,5,Best Wireless Mouse I have bought online. Great build quality and fast delivery. Packaging was neat.,Amazon
346,LED Desk Lamp,Amit,5,Absolutely loved this LED Desk Lamp! Works perfectly and arrived on time.,Amazon
347,LED Desk Lamp,Arjun,1,Very disappointed with this LED Desk Lamp. Stopped working within a week.,Flipkart
348,Wireless Bluetooth Earbuds,Sanjay,5,"This Wireless Bluetooth Earbuds is fantastic, exactly as described. Very satisfied customer. Shipping was quick.",Amazon
349,Smartwatch,Arjun,5,Impressed by the quality of the Smartwatch. Packaging was also very good.,Flipkart
350,Smartphone Back Cover,Kavya,5,"This Smartphone Back Cover is fantastic, exactly as described. Very satisfied customer.",Flipkart
351,Cotton T-Shirt,Karan,1,"Waste of money, the Cotton T-Shirt quality is really poor. Not sure if I will repurchase.",Flipkart
352,Wireless Bluetooth Earbuds,Divya,1,The Wireless Bluetooth Earbuds arrived damaged and customer service was unhelpful.,Flipkart
353,Air Fryer,Priya,3,"Average Air Fryer, quality is decent for the price range.",Amazon
354,Smartwatch,Rahul,3,"Reasonable Smartwatch, matches the description mostly.",Flipkart
355,Office Chair,Suresh,5,Absolutely loved this Office Chair! Works perfectly and arrived on time.,Amazon
356,Smartwatch,Deepak,1,"I regret buying this Smartwatch, it stopped functioning after few uses.",Amazon
357,Air Fryer,Vikram,2,"I regret buying this Air Fryer, it stopped functioning after few uses.",Amazon
358,LED Desk Lamp,Rahul,1,"Poor build quality, the LED Desk Lamp feels cheap and flimsy. Packaging was neat.",Flipkart
359,Air Fryer,Suresh,2,"The Air Fryer is a total scam, completely different from the pictures.",Amazon
360,Cotton T-Shirt,Karan,5,Great purchase! The Cotton T-Shirt is durable and easy to use. Customer support responded quickly.,Flipkart
361,Laptop Backpack,Neha,1,"I regret buying this Laptop Backpack, it stopped functioning after few uses.",Amazon
362,Power Bank 10000mAh,Vikram,5,"Very happy with this Power Bank 10000mAh, will definitely buy again from this brand.",Flipkart
363,USB-C Charging Cable,Manoj,4,"Excellent quality USB-C Charging Cable, totally worth the price. Highly recommended!",Flipkart
364,Wireless Mouse,Isha,4,Best Wireless Mouse I have bought online. Great build quality and fast delivery. Not sure if I will repurchase.,Flipkart
365,Smartphone Back Cover,Suresh,4,Amazing value for money. The Smartphone Back Cover looks premium and works great.,Flipkart
366,Wireless Bluetooth Earbuds,Isha,4,"This Wireless Bluetooth Earbuds is fantastic, exactly as described. Very satisfied customer.",Amazon
367,Air Fryer,Arjun,5,"This Air Fryer is fantastic, exactly as described. Very satisfied customer. Would consider buying again.",Flipkart
368,Laptop Backpack,Riya,5,"This Laptop Backpack is fantastic, exactly as described. Very satisfied customer.",Amazon
369,USB-C Charging Cable,Rohit,5,"Superb product! The USB-C Charging Cable exceeded my expectations, five stars.",Flipkart
370,Smartphone Back Cover,Nisha,5,Absolutely loved this Smartphone Back Cover! Works perfectly and arrived on time.,Flipkart
371,Wireless Mouse,Nisha,3,"Reasonable Wireless Mouse, matches the description mostly.",Amazon
372,Bluetooth Speaker,Karan,5,"Superb product! The Bluetooth Speaker exceeded my expectations, five stars.",Flipkart
373,Bluetooth Speaker,Arjun,1,Delivery was late and the Bluetooth Speaker was defective on arrival.,Flipkart
374,USB-C Charging Cable,Isha,5,"Perfect USB-C Charging Cable for daily use, no issues at all after a month.",Amazon
375,Cotton T-Shirt,Rohit,2,Very disappointed with this Cotton T-Shirt. Stopped working within a week.,Flipkart
376,Wireless Mouse,Vikram,5,"Excellent quality Wireless Mouse, totally worth the price. Highly recommended!",Flipkart
377,Smartwatch,Rahul,5,Best Smartwatch I have bought online. Great build quality and fast delivery.,Flipkart
378,Air Fryer,Pooja,5,"This Air Fryer is fantastic, exactly as described. Very satisfied customer.",Amazon
379,Smartphone Back Cover,Priya,1,"Poor build quality, the Smartphone Back Cover feels cheap and flimsy.",Flipkart
380,Wireless Mouse,Kavya,4,"This Wireless Mouse is fantastic, exactly as described. Very satisfied customer. Would consider buying again.",Amazon
381,Kitchen Mixer Grinder,Amit,5,Great purchase! The Kitchen Mixer Grinder is durable and easy to use.,Flipkart
382,Smartphone Back Cover,Vikram,4,"Excellent quality Smartphone Back Cover, totally worth the price. Highly recommended!",Flipkart
383,Bluetooth Speaker,Sneha,5,"Superb product! The Bluetooth Speaker exceeded my expectations, five stars.",Flipkart
384,Power Bank 10000mAh,Sneha,1,"Poor build quality, the Power Bank 10000mAh feels cheap and flimsy.",Amazon
385,Gaming Keyboard,Kavya,5,"Excellent quality Gaming Keyboard, totally worth the price. Highly recommended!",Amazon
386,LED Desk Lamp,Kavya,5,Impressed by the quality of the LED Desk Lamp. Packaging was also very good.,Flipkart
387,Cotton T-Shirt,Rohit,5,"This Cotton T-Shirt is fantastic, exactly as described. Very satisfied customer. Customer support responded quickly.",Flipkart
388,Air Fryer,Rahul,5,Absolutely loved this Air Fryer! Works perfectly and arrived on time.,Amazon
389,Wireless Mouse,Rohit,3,"It's a fine Wireless Mouse, met basic expectations, could be better.",Flipkart
390,Smartphone Back Cover,Nisha,5,Great purchase! The Smartphone Back Cover is durable and easy to use.,Flipkart
391,Air Fryer,Neha,5,Amazing value for money. The Air Fryer looks premium and works great.,Amazon
392,Cotton T-Shirt,Anjali,5,"Excellent quality Cotton T-Shirt, totally worth the price. Highly recommended!",Flipkart
393,Power Bank 10000mAh,Deepak,5,"This Power Bank 10000mAh is fantastic, exactly as described. Very satisfied customer.",Flipkart
394,Running Shoes,Riya,5,Impressed by the quality of the Running Shoes. Packaging was also very good.,Flipkart
395,Laptop Backpack,Amit,4,Great purchase! The Laptop Backpack is durable and easy to use.,Flipkart
396,Laptop Backpack,Riya,5,"This Laptop Backpack is fantastic, exactly as described. Very satisfied customer.",Flipkart
397,Power Bank 10000mAh,Kavya,1,Delivery was late and the Power Bank 10000mAh was defective on arrival. Shipping was quick.,Flipkart
398,Wireless Bluetooth Earbuds,Deepak,5,Impressed by the quality of the Wireless Bluetooth Earbuds. Packaging was also very good. Not sure if I will repurchase.,Flipkart
399,LED Desk Lamp,Isha,4,"Perfect LED Desk Lamp for daily use, no issues at all after a month.",Flipkart
400,LED Desk Lamp,Divya,2,Very disappointed with this LED Desk Lamp. Stopped working within a week.,Amazon
401,Power Bank 10000mAh,Priya,2,"Not worth the price, this Power Bank 10000mAh broke on the second day.",Flipkart
402,Bluetooth Speaker,Sneha,5,"Excellent quality Bluetooth Speaker, totally worth the price. Highly recommended!",Amazon
403,Smartwatch,Nisha,2,"The Smartwatch is a total scam, completely different from the pictures.",Flipkart
404,Laptop Backpack,Deepak,1,"Not worth the price, this Laptop Backpack broke on the second day.",Flipkart
405,LED Desk Lamp,Neha,5,Impressed by the quality of the LED Desk Lamp. Packaging was also very good.,Flipkart
406,Air Fryer,Priya,4,Impressed by the quality of the Air Fryer. Packaging was also very good. Not sure if I will repurchase.,Flipkart
407,Gaming Keyboard,Kavya,1,The Gaming Keyboard arrived damaged and customer service was unhelpful. Would consider buying again.,Flipkart
408,Kitchen Mixer Grinder,Rahul,5,"Very happy with this Kitchen Mixer Grinder, will definitely buy again from this brand.",Amazon
409,Running Shoes,Riya,5,"Very happy with this Running Shoes, will definitely buy again from this brand.",Flipkart
410,Air Fryer,Pooja,5,"Excellent quality Air Fryer, totally worth the price. Highly recommended!",Amazon
411,Wireless Mouse,Riya,5,"Superb product! The Wireless Mouse exceeded my expectations, five stars.",Flipkart
412,USB-C Charging Cable,Riya,1,"Poor build quality, the USB-C Charging Cable feels cheap and flimsy.",Flipkart
413,Office Chair,Amit,1,Very disappointed with this Office Chair. Stopped working within a week. Not sure if I will repurchase.,Amazon
414,Office Chair,Divya,3,"Reasonable Office Chair, matches the description mostly.",Amazon
415,Power Bank 10000mAh,Rahul,3,"Decent Power Bank 10000mAh for the price, some minor issues but usable. Would consider buying again.",Flipkart
416,Bluetooth Speaker,Neha,4,Best Bluetooth Speaker I have bought online. Great build quality and fast delivery.,Amazon
417,Running Shoes,Vikram,1,"Waste of money, the Running Shoes quality is really poor. Shipping was quick.",Amazon
418,LED Desk Lamp,Sneha,1,Very disappointed with this LED Desk Lamp. Stopped working within a week.,Flipkart
419,Power Bank 10000mAh,Sneha,5,"Excellent quality Power Bank 10000mAh, totally worth the price. Highly recommended!",Amazon
420,USB-C Charging Cable,Vikram,5,"Very happy with this USB-C Charging Cable, will definitely buy again from this brand.",Amazon
421,Smartphone Back Cover,Rohit,5,Absolutely loved this Smartphone Back Cover! Works perfectly and arrived on time.,Amazon
422,Office Chair,Vikram,5,Great purchase! The Office Chair is durable and easy to use. Shipping was quick.,Amazon
423,Air Fryer,Vikram,2,"Poor build quality, the Air Fryer feels cheap and flimsy.",Amazon
424,Bluetooth Speaker,Amit,2,"Not worth the price, this Bluetooth Speaker broke on the second day.",Flipkart
425,Smartwatch,Neha,5,Impressed by the quality of the Smartwatch. Packaging was also very good.,Amazon
426,Wireless Mouse,Sneha,3,"The Wireless Mouse works fine, though delivery took longer than expected.",Amazon
427,Kitchen Mixer Grinder,Suresh,1,"Waste of money, the Kitchen Mixer Grinder quality is really poor.",Amazon
428,Running Shoes,Anjali,3,"Okay-ish product, the Running Shoes performs as expected, nothing more.",Flipkart
429,Wireless Mouse,Priya,4,"Perfect Wireless Mouse for daily use, no issues at all after a month. Packaging was neat.",Amazon
430,Wireless Mouse,Karan,5,"Very happy with this Wireless Mouse, will definitely buy again from this brand.",Amazon
431,Cotton T-Shirt,Neha,5,"Perfect Cotton T-Shirt for daily use, no issues at all after a month.",Amazon
432,LED Desk Lamp,Karan,3,"It's a fine LED Desk Lamp, met basic expectations, could be better.",Amazon
433,Bluetooth Speaker,Sneha,1,"Not worth the price, this Bluetooth Speaker broke on the second day. Not sure if I will repurchase.",Flipkart
434,Air Fryer,Vikram,1,"Terrible experience, the Air Fryer does not match the product description.",Amazon
435,Laptop Backpack,Arjun,5,Amazing value for money. The Laptop Backpack looks premium and works great. Packaging was neat.,Amazon
436,Wireless Mouse,Arjun,3,"The Wireless Mouse is average, packaging could have been better.",Amazon
437,Bluetooth Speaker,Sanjay,1,"The Bluetooth Speaker is a total scam, completely different from the pictures.",Flipkart
438,Wireless Bluetooth Earbuds,Arjun,5,"Perfect Wireless Bluetooth Earbuds for daily use, no issues at all after a month.",Amazon
439,Office Chair,Amit,1,"Waste of money, the Office Chair quality is really poor.",Amazon
440,Gaming Keyboard,Karan,3,"The Gaming Keyboard works fine, though delivery took longer than expected. Would consider buying again.",Amazon
441,Laptop Backpack,Divya,3,"The Laptop Backpack is okay, does the job but nothing special.",Amazon
442,USB-C Charging Cable,Deepak,5,Amazing value for money. The USB-C Charging Cable looks premium and works great.,Flipkart
443,Smartphone Back Cover,Priya,5,Absolutely loved this Smartphone Back Cover! Works perfectly and arrived on time. Customer support responded quickly.,Flipkart
444,Smartphone Back Cover,Neha,3,"Decent Smartphone Back Cover for the price, some minor issues but usable.",Flipkart
445,Smartphone Back Cover,Neha,2,Very disappointed with this Smartphone Back Cover. Stopped working within a week. Customer support responded quickly.,Amazon
446,Kitchen Mixer Grinder,Isha,5,Great purchase! The Kitchen Mixer Grinder is durable and easy to use.,Amazon
447,Laptop Backpack,Amit,4,"This Laptop Backpack is fantastic, exactly as described. Very satisfied customer. Would consider buying again.",Flipkart
448,Wireless Bluetooth Earbuds,Kavya,2,"I regret buying this Wireless Bluetooth Earbuds, it stopped functioning after few uses. Customer support responded quickly.",Flipkart
449,Kitchen Mixer Grinder,Rahul,3,"It's a fine Kitchen Mixer Grinder, met basic expectations, could be better.",Amazon
450,Office Chair,Pooja,5,Impressed by the quality of the Office Chair. Packaging was also very good.,Flipkart
451,Power Bank 10000mAh,Karan,5,"Excellent quality Power Bank 10000mAh, totally worth the price. Highly recommended!",Amazon
452,Air Fryer,Suresh,1,"I regret buying this Air Fryer, it stopped functioning after few uses. Would consider buying again.",Flipkart
453,Power Bank 10000mAh,Kavya,2,"Poor build quality, the Power Bank 10000mAh feels cheap and flimsy.",Amazon
454,Smartwatch,Manoj,4,"Perfect Smartwatch for daily use, no issues at all after a month. Packaging was neat.",Flipkart
455,USB-C Charging Cable,Rohit,5,Impressed by the quality of the USB-C Charging Cable. Packaging was also very good.,Flipkart
456,Bluetooth Speaker,Neha,4,"Excellent quality Bluetooth Speaker, totally worth the price. Highly recommended!",Amazon
457,Smartwatch,Pooja,1,"Poor build quality, the Smartwatch feels cheap and flimsy. Packaging was neat.",Flipkart
458,LED Desk Lamp,Anjali,5,"Very happy with this LED Desk Lamp, will definitely buy again from this brand.",Amazon
459,Running Shoes,Vikram,3,"The Running Shoes works fine, though delivery took longer than expected. Shipping was quick.",Amazon
460,Wireless Bluetooth Earbuds,Pooja,5,"Superb product! The Wireless Bluetooth Earbuds exceeded my expectations, five stars. Not sure if I will repurchase.",Amazon
461,Air Fryer,Rohit,1,"Waste of money, the Air Fryer quality is really poor.",Flipkart
462,Wireless Mouse,Priya,4,Amazing value for money. The Wireless Mouse looks premium and works great. Not sure if I will repurchase.,Amazon
463,Office Chair,Divya,2,"I regret buying this Office Chair, it stopped functioning after few uses.",Amazon
464,USB-C Charging Cable,Vikram,5,Best USB-C Charging Cable I have bought online. Great build quality and fast delivery.,Amazon
465,Air Fryer,Isha,2,"Not worth the price, this Air Fryer broke on the second day.",Flipkart
466,Wireless Bluetooth Earbuds,Sanjay,5,"This Wireless Bluetooth Earbuds is fantastic, exactly as described. Very satisfied customer.",Amazon
467,Cotton T-Shirt,Pooja,3,"The Cotton T-Shirt is okay, does the job but nothing special.",Flipkart
468,LED Desk Lamp,Anjali,2,"Poor build quality, the LED Desk Lamp feels cheap and flimsy.",Amazon
469,USB-C Charging Cable,Sanjay,2,Very disappointed with this USB-C Charging Cable. Stopped working within a week. Not sure if I will repurchase.,Flipkart
470,Wireless Mouse,Kavya,1,"Not worth the price, this Wireless Mouse broke on the second day.",Flipkart
471,LED Desk Lamp,Karan,1,Very disappointed with this LED Desk Lamp. Stopped working within a week.,Flipkart
472,Office Chair,Pooja,1,The Office Chair arrived damaged and customer service was unhelpful. Would consider buying again.,Amazon
473,Power Bank 10000mAh,Rohit,1,"The Power Bank 10000mAh is a total scam, completely different from the pictures.",Flipkart
474,LED Desk Lamp,Nisha,4,Great purchase! The LED Desk Lamp is durable and easy to use. Packaging was neat.,Amazon
475,Wireless Bluetooth Earbuds,Rohit,5,Absolutely loved this Wireless Bluetooth Earbuds! Works perfectly and arrived on time.,Amazon
476,USB-C Charging Cable,Vikram,1,"Poor build quality, the USB-C Charging Cable feels cheap and flimsy. Customer support responded quickly.",Amazon
477,Gaming Keyboard,Karan,4,Amazing value for money. The Gaming Keyboard looks premium and works great.,Amazon
478,USB-C Charging Cable,Divya,5,Best USB-C Charging Cable I have bought online. Great build quality and fast delivery.,Flipkart
479,Cotton T-Shirt,Anjali,5,Impressed by the quality of the Cotton T-Shirt. Packaging was also very good. Customer support responded quickly.,Flipkart
480,Bluetooth Speaker,Deepak,1,"Terrible experience, the Bluetooth Speaker does not match the product description. Shipping was quick.",Flipkart
481,Gaming Keyboard,Nisha,3,"The Gaming Keyboard is okay, does the job but nothing special. Would consider buying again.",Amazon
482,Cotton T-Shirt,Rahul,1,Delivery was late and the Cotton T-Shirt was defective on arrival.,Amazon
483,USB-C Charging Cable,Rahul,3,"It's a fine USB-C Charging Cable, met basic expectations, could be better.",Flipkart
484,Kitchen Mixer Grinder,Pooja,5,"Superb product! The Kitchen Mixer Grinder exceeded my expectations, five stars.",Flipkart
485,Wireless Mouse,Divya,4,Absolutely loved this Wireless Mouse! Works perfectly and arrived on time.,Amazon
486,Office Chair,Sneha,5,"This Office Chair is fantastic, exactly as described. Very satisfied customer.",Flipkart
487,Wireless Mouse,Priya,3,"The Wireless Mouse works fine, though delivery took longer than expected. Shipping was quick.",Flipkart
488,Wireless Bluetooth Earbuds,Karan,4,"Excellent quality Wireless Bluetooth Earbuds, totally worth the price. Highly recommended!",Amazon
489,Power Bank 10000mAh,Nisha,5,"Excellent quality Power Bank 10000mAh, totally worth the price. Highly recommended!",Flipkart
490,Power Bank 10000mAh,Suresh,5,Best Power Bank 10000mAh I have bought online. Great build quality and fast delivery. Shipping was quick.,Amazon
491,Smartwatch,Neha,5,Impressed by the quality of the Smartwatch. Packaging was also very good.,Amazon
492,Smartphone Back Cover,Amit,5,"Perfect Smartphone Back Cover for daily use, no issues at all after a month. Would consider buying again.",Flipkart
493,Smartphone Back Cover,Rohit,5,"Perfect Smartphone Back Cover for daily use, no issues at all after a month. Shipping was quick.",Amazon
494,Cotton T-Shirt,Neha,5,"Excellent quality Cotton T-Shirt, totally worth the price. Highly recommended!",Flipkart
495,Kitchen Mixer Grinder,Karan,4,"Very happy with this Kitchen Mixer Grinder, will definitely buy again from this brand.",Amazon
496,USB-C Charging Cable,Arjun,3,"The USB-C Charging Cable is average, packaging could have been better. Shipping was quick.",Flipkart
497,Kitchen Mixer Grinder,Sneha,4,"Very happy with this Kitchen Mixer Grinder, will definitely buy again from this brand.",Amazon
498,Cotton T-Shirt,Deepak,5,Impressed by the quality of the Cotton T-Shirt. Packaging was also very good.,Amazon
499,LED Desk Lamp,Riya,5,"This LED Desk Lamp is fantastic, exactly as described. Very satisfied customer.",Amazon
500,Kitchen Mixer Grinder,Sanjay,4,"This Kitchen Mixer Grinder is fantastic, exactly as described. Very satisfied customer.",Amazon
501,Smartphone Back Cover,Rohit,3,"Reasonable Smartphone Back Cover, matches the description mostly. Packaging was neat.",Amazon
502,Laptop Backpack,Vikram,5,"Excellent quality Laptop Backpack, totally worth the price. Highly recommended!",Flipkart
503,USB-C Charging Cable,Karan,3,"Average USB-C Charging Cable, quality is decent for the price range. Customer support responded quickly.",Flipkart
504,Gaming Keyboard,Nisha,4,Great purchase! The Gaming Keyboard is durable and easy to use.,Flipkart
505,Smartphone Back Cover,Deepak,4,Best Smartphone Back Cover I have bought online. Great build quality and fast delivery.,Amazon
506,Wireless Mouse,Arjun,5,Impressed by the quality of the Wireless Mouse. Packaging was also very good.,Flipkart
507,Cotton T-Shirt,Karan,5,"Perfect Cotton T-Shirt for daily use, no issues at all after a month. Would consider buying again.",Amazon
